Id_Cliente,Frecuencia_Compra,Monto_Anual_Gastado,Cluster
EBS-0736,11,451517.1951331425,0
EBS-0737,22,276307.0757786005,2
EBS-0738,3,43591.002168413404,1
EBS-0739,21,255054.6974370764,2
EBS-0740,22,276856.5292740525,2
EBS-0741,3,39071.27997126001,1
EBS-0742,3,62099.82392154894,1
EBS-0743,2,59017.16631401523,1
EBS-0744,22,270285.02722220897,2
EBS-0745,22,271732.3653011508,2
EBS-0746,10,454899.06637729926,0
EBS-0747,10,470602.7911332072,0
EBS-0748,22,267940.3557856652,2
EBS-0749,22,280288.27452030446,2
EBS-0750,3,52671.84443639706,1
EBS-0751,22,278053.1352932176,2
EBS-0752,11,451199.3015900802,0
EBS-0753,2,24094.177541298304,1
EBS-0754,2,38549.75572939891,1
EBS-0755,4,72821.5619097772,1
EBS-0756,3,47530.220446457366,1
EBS-0757,2,33782.31046919831,1
EBS-0758,4,56474.56490170726,1
EBS-0759,2,36106.45922325784,1
EBS-0760,3,38736.52068392708,1
EBS-0761,2,38736.14474665347,1
EBS-0762,3,60057.21432247112,1
EBS-0763,21,283587.1976867578,2
EBS-0764,11,459342.1721859125,0
EBS-0765,22,265845.21739569947,2
EBS-0766,2,70534.46020918267,1
EBS-0767,10,447128.8731367748,0
EBS-0768,10,462064.6482824548,0
EBS-0769,10,448262.96953534463,0
EBS-0770,2,52829.20183858396,1
EBS-0771,21,273770.9879622494,2
EBS-0772,3,59187.815260148025,1
EBS-0773,23,267613.2914113336,2
EBS-0774,9,433194.1945047316,0
EBS-0775,22,275254.1150656205,2
EBS-0776,2,61135.92322714076,1
EBS-0777,10,441251.9200740117,0
EBS-0778,9,453569.526443104,0
EBS-0779,21,304984.3912728533,2
EBS-0780,4,59377.50152826971,1
EBS-0781,21,280104.12462374574,2
EBS-0782,2,14436.786589270045,1
EBS-0783,10,459478.5655672036,0
EBS-0784,22,265667.53447085,2
EBS-0785,2,53297.2278604305,1
EBS-0786,10,500000.0,0
EBS-0787,1,49672.39386179575,1
EBS-0788,2,37193.7367818187,1
EBS-0789,22,287297.01659421524,2
EBS-0790,20,270972.49452538043,2
EBS-0791,1,50052.56050789365,1
EBS-0792,9,446907.9472998828,0
EBS-0793,3,42649.53225801718,1
EBS-0794,22,260810.6627754306,2
EBS-0795,10,482353.1347300322,0
EBS-0796,9,449612.15741475794,0
EBS-0797,10,440880.2156341205,0
EBS-0798,1,56842.32540643505,1
EBS-0799,21,263691.6465388008,2
EBS-0800,4,41861.98992702874,1
EBS-0801,3,42907.26532927439,1
EBS-0802,10,440516.0632489295,0
EBS-0803,3,34966.90890995522,1
EBS-0804,22,274130.30281671335,2
EBS-0805,9,470753.8966812035,0
EBS-0806,23,265479.2653672938,2
EBS-0807,22,277624.8508232254,2
EBS-0808,3,30249.395530395475,1
EBS-0809,10,458821.1953275762,0
EBS-0810,10,450762.9444501882,0
EBS-0811,9,448711.423344467,0
EBS-0812,9,445154.45389671606,0
EBS-0813,11,454300.547963171,0
EBS-0814,3,46355.124653876985,1
EBS-0815,10,429967.61562340776,0
EBS-0816,1,27224.7509752573,1
EBS-0817,3,31794.78053376988,1
EBS-0818,3,37883.22535877513,1
EBS-0819,2,47300.82021228252,1
EBS-0820,10,469806.7348981838,0
EBS-0821,21,262442.5784918788,2
EBS-0822,4,47053.24651759443,1
EBS-0823,4,80231.78752509624,1
EBS-0824,22,263329.7217802039,2
EBS-0825,9,446987.6579543821,0
EBS-0826,10,444167.70759362646,0
EBS-0827,21,262623.27858640125,2
EBS-0828,22,236044.22342106147,2
EBS-0829,1,40451.58265517695,1
EBS-0830,9,439158.7247867245,0
EBS-0831,21,272599.343038868,2
EBS-0832,2,24980.96101568745,1
EBS-0833,10,468451.3048277503,0
EBS-0834,3,70689.07261041261,1
EBS-0835,21,275765.0762622837,2
EBS-0836,10,455022.29453758494,0
EBS-0837,9,435855.98802147486,0
EBS-0838,3,69851.71857718201,1
EBS-0839,21,278948.66403734754,2
EBS-0840,23,280360.2984062064,2
EBS-0841,10,450363.39980774745,0
EBS-0842,21,286233.6445146878,2
EBS-0843,21,274982.884853338,2
EBS-0844,22,277683.06986312487,2
EBS-0845,10,436775.3445994808,0
EBS-0846,22,265423.8104961702,2
EBS-0847,3,52956.43429543344,1
EBS-0848,4,61060.55929084532,1
EBS-0849,10,445002.9691872263,0
EBS-0850,22,278250.21975534403,2
EBS-0851,3,68962.23544630641,1
EBS-0852,4,72215.1828663624,1
EBS-0853,3,57703.74484616024,1
EBS-0854,21,275764.7287383468,2
EBS-0855,2,10241.78931768671,1
EBS-0856,22,276469.1180881562,2
EBS-0857,2,30579.058118529705,1
EBS-0858,3,46891.02086456424,1
EBS-0859,21,277248.2371900571,2
EBS-0860,20,266784.26213420025,2
EBS-0861,10,457594.55019280425,0
EBS-0862,2,29822.17829942693,1
EBS-0863,11,447906.5186739867,0
EBS-0864,3,24981.545898170283,1
EBS-0865,2,49159.089998597374,1
EBS-0866,10,438336.9635565165,0
EBS-0867,4,50178.86714000351,1
EBS-0868,3,36541.85256246293,1
EBS-0869,4,45844.17662439754,1
EBS-0870,10,450654.1075960376,0
EBS-0871,3,42409.39440648072,1
EBS-0872,2,54159.30187153172,1
EBS-0873,22,266141.2044231299,2
EBS-0874,22,303404.3631089711,2
EBS-0875,4,67175.26238891613,1
EBS-0876,21,289693.2557912939,2
EBS-0877,20,276972.0452719826,2
EBS-0878,9,443457.12529540894,0
EBS-0879,10,440563.2976815092,0
EBS-0880,9,440708.3429236992,0
EBS-0881,10,458541.1159213022,0
EBS-0882,3,53088.91248704184,1
EBS-0883,4,36343.03781351056,1
EBS-0884,22,300295.63176567433,2
EBS-0885,22,299695.3127192967,2
EBS-0886,22,252971.1003230661,2
EBS-0887,3,56985.13852343046,1
EBS-0888,10,446175.75935270527,0
EBS-0889,21,278400.126048956,2
EBS-0890,21,259333.76635828253,2
EBS-0891,22,268095.99213660107,2
EBS-0892,22,279957.64021367923,2
EBS-0893,21,272105.6190129117,2
EBS-0894,3,47382.361895383765,1
EBS-0895,10,449416.4895482753,0
EBS-0896,3,54287.33077107354,1
EBS-0897,1,56996.578953457545,1
EBS-0898,12,451821.4281719898,0
EBS-0899,22,285947.6201520327,2
EBS-0900,4,44168.02292181515,1
EBS-0901,3,65279.2336213119,1
EBS-0902,10,440183.2221562882,0
EBS-0903,21,286945.21323548094,2
EBS-0904,10,463408.5350603955,0
EBS-0905,10,455306.9319600942,0
EBS-0906,2,39458.7557133185,1
EBS-0907,9,453021.6867222763,0
EBS-0908,1,62136.16000104879,1
EBS-0909,10,461401.1165272241,0
EBS-0910,2,57606.2143497815,1
EBS-0911,9,437333.40692791296,0
EBS-0912,22,267658.33246967255,2
EBS-0913,21,269368.5349532992,2
EBS-0914,22,262641.93918699736,2
EBS-0915,2,67757.37055672683,1
EBS-0916,1,55952.86406217983,1
EBS-0917,10,441996.8961026204,0
EBS-0918,22,284371.79309160204,2
EBS-0919,21,277290.56180752185,2
EBS-0920,2,61171.05851915155,1
EBS-0921,3,44279.643658459616,1
EBS-0922,3,10000.0,1
EBS-0923,21,260741.57772671743,2
EBS-0924,9,447364.7550037472,0
EBS-0925,21,281217.73796301294,2
EBS-0926,3,37143.10158788104,1
EBS-0927,20,263434.0257121453,2
EBS-0928,11,433265.4773563194,0
EBS-0929,10,441563.3714948467,0
EBS-0930,9,428146.88160691067,0
EBS-0931,4,54407.9379675162,1
EBS-0932,10,468293.929287132,0
EBS-0933,10,428678.2848568921,0
EBS-0934,3,49624.41055909942,1
EBS-0935,21,290120.500230416,2
EBS-0936,4,35667.26066322321,1
EBS-0937,4,56768.88283303248,1
EBS-0938,21,268642.6970229117,2
EBS-0939,10,470535.5095991529,0
EBS-0940,10,437636.14378329134,0
EBS-0941,3,54347.67992813989,1
EBS-0942,9,435648.837764461,0
EBS-0943,21,247132.5093355209,2
EBS-0944,23,277981.4324934434,2
EBS-0945,22,256630.50394493435,2
EBS-0946,22,274591.4154601037,2
EBS-0947,22,263932.9435625369,2
EBS-0948,9,452478.08397935965,0
EBS-0949,9,454019.019620816,0
EBS-0950,21,274084.7333596148,2
EBS-0951,22,272881.1584090946,2
EBS-0952,10,446178.6971298568,0
EBS-0953,10,457394.0429363656,0
EBS-0954,22,288370.5027212379,2
EBS-0955,10,463814.4598412801,0
EBS-0956,3,52184.48421608731,1
EBS-0957,8,438266.3889383516,0
EBS-0958,8,470495.013657608,0
EBS-0959,2,37053.266528839325,1
EBS-0960,8,450732.6062362781,0
EBS-0961,21,266636.73731104634,2
EBS-0962,21,278279.97129386285,2
EBS-0963,3,53896.23475922955,1
EBS-0964,21,287314.3266298725,2
EBS-0965,3,28485.09826121789,1
EBS-0966,10,421834.3602336791,0
EBS-0967,3,50305.580311982485,1
EBS-0968,8,450379.7806485795,0
EBS-0969,2,61929.22660005653,1
EBS-0970,21,284465.58256664,2
EBS-0971,10,460689.87795449095,0
EBS-0972,4,39599.280114680936,1
EBS-0973,22,254266.90218546847,2
EBS-0974,10,463459.008099267,0
EBS-0975,22,281126.5030992838,2
EBS-0976,3,55869.86482810223,1
EBS-0977,21,287920.1274031753,2
EBS-0978,2,39040.67941436857,1
EBS-0979,11,452010.3615203464,0
EBS-0980,4,58733.76199706108,1
EBS-0981,20,281699.04092136427,2
EBS-0982,11,444592.0023408618,0
EBS-0983,10,454221.80313672416,0
EBS-0984,22,264935.2979394018,2
EBS-0985,3,50649.82962827883,1
EBS-0986,10,437381.70885257,0
EBS-0987,11,463252.3203747852,0
EBS-0988,9,474593.7388748349,0
EBS-0989,20,290557.60688530846,2
EBS-0990,22,272811.18843250885,2
EBS-0991,10,459911.3354213804,0
EBS-0992,9,443456.9014853417,0
EBS-0993,22,250501.8629996501,2
EBS-0994,21,268345.00190296373,2
EBS-0995,22,263290.9147607839,2
EBS-0996,4,62690.2323224474,1
EBS-0997,10,459049.48545419454,0
EBS-0998,21,305653.348182208,2
EBS-0999,21,269846.84990156256,2
EBS-1000,2,44686.506148942775,1
